No.,time,src,dst,src_port,dst_port,Marker,RTP_seq,RTP_Timestamp
82,0.053606,10.0.0.1,10.0.0.2,5000,5002,False,23347,3799109870
83,0.053608,10.0.0.1,10.0.0.2,5000,5002,False,23348,3799109870
84,0.05361,10.0.0.1,10.0.0.2,5000,5002,False,23349,3799109870
85,0.053612,10.0.0.1,10.0.0.2,5000,5002,False,23350,3799109870
86,0.053613,10.0.0.1,10.0.0.2,5000,5002,False,23351,3799109870
87,0.053615,10.0.0.1,10.0.0.2,5000,5002,False,23352,3799109870
88,0.053617,10.0.0.1,10.0.0.2,5000,5002,False,23353,3799109870
89,0.053618,10.0.0.1,10.0.0.2,5000,5002,False,23354,3799109870
90,0.05362,10.0.0.1,10.0.0.2,5000,5002,False,23355,3799109870
91,0.053622,10.0.0.1,10.0.0.2,5000,5002,False,23356,3799109870
92,0.053624,10.0.0.1,10.0.0.2,5000,5002,False,23357,3799109870
93,0.053626,10.0.0.1,10.0.0.2,5000,5002,False,23358,3799109870
94,0.053627,10.0.0.1,10.0.0.2,5000,5002,False,23359,3799109870
95,0.053629,10.0.0.1,10.0.0.2,5000,5002,False,23360,3799109870
96,0.053631,10.0.0.1,10.0.0.2,5000,5002,False,23361,3799109870
97,0.053633,10.0.0.1,10.0.0.2,5000,5002,False,23362,3799109870
98,0.053635,10.0.0.1,10.0.0.2,5000,5002,False,23363,3799109870
99,0.053637,10.0.0.1,10.0.0.2,5000,5002,False,23364,3799109870
100,0.053639,10.0.0.1,10.0.0.2,5000,5002,False,23365,3799109870
101,0.05364,10.0.0.1,10.0.0.2,5000,5002,False,23366,3799109870
102,0.053643,10.0.0.1,10.0.0.2,5000,5002,False,23367,3799109870
103,0.053645,10.0.0.1,10.0.0.2,5000,5002,False,23368,3799109870
104,0.053647,10.0.0.1,10.0.0.2,5000,5002,False,23369,3799109870
105,0.053649,10.0.0.1,10.0.0.2,5000,5002,False,23370,3799109870
106,0.053651,10.0.0.1,10.0.0.2,5000,5002,True,23371,3799109870
107,0.102327,10.0.0.2,10.0.0.1,5002,5003,,,
108,0.120299,10.0.0.1,10.0.0.2,5000,5002,False,23372,3799115916
109,0.120328,10.0.0.1,10.0.0.2,5000,5002,False,23373,3799115916
110,0.120331,10.0.0.1,10.0.0.2,5000,5002,False,23374,3799115916
111,0.120334,10.0.0.1,10.0.0.2,5000,5002,False,23375,3799115916
112,0.120336,10.0.0.1,10.0.0.2,5000,5002,False,23376,3799115916
113,0.120338,10.0.0.1,10.0.0.2,5000,5002,False,23377,3799115916
114,0.12034,10.0.0.1,10.0.0.2,5000,5002,False,23378,3799115916
115,0.120342,10.0.0.1,10.0.0.2,5000,5002,False,23379,3799115916
116,0.120344,10.0.0.1,10.0.0.2,5000,5002,False,23380,3799115916
117,0.120345,10.0.0.1,10.0.0.2,5000,5002,False,23381,3799115916
118,0.120347,10.0.0.1,10.0.0.2,5000,5002,False,23382,3799115916
119,0.120349,10.0.0.1,10.0.0.2,5000,5002,False,23383,3799115916
120,0.120351,10.0.0.1,10.0.0.2,5000,5002,False,23384,3799115916
121,0.120353,10.0.0.1,10.0.0.2,5000,5002,False,23385,3799115916
122,0.120355,10.0.0.1,10.0.0.2,5000,5002,False,23386,3799115916
123,0.120357,10.0.0.1,10.0.0.2,5000,5002,False,23387,3799115916
124,0.120358,10.0.0.1,10.0.0.2,5000,5002,False,23388,3799115916
125,0.12036,10.0.0.1,10.0.0.2,5000,5002,False,23389,3799115916
126,0.120362,10.0.0.1,10.0.0.2,5000,5002,False,23390,3799115916
127,0.120364,10.0.0.1,10.0.0.2,5000,5002,True,23391,3799115916
128,0.180628,10.0.0.1,10.0.0.2,5000,5002,False,23392,3799121733
129,0.180664,10.0.0.1,10.0.0.2,5000,5002,False,23393,3799121733
130,0.180667,10.0.0.1,10.0.0.2,5000,5002,False,23394,3799121733
131,0.18067,10.0.0.1,10.0.0.2,5000,5002,False,23395,3799121733
132,0.180672,10.0.0.1,10.0.0.2,5000,5002,False,23396,3799121733
133,0.180673,10.0.0.1,10.0.0.2,5000,5002,False,23397,3799121733
134,0.180675,10.0.0.1,10.0.0.2,5000,5002,False,23398,3799121733
135,0.180677,10.0.0.1,10.0.0.2,5000,5002,False,23399,3799121733
136,0.180679,10.0.0.1,10.0.0.2,5000,5002,False,23400,3799121733
137,0.180681,10.0.0.1,10.0.0.2,5000,5002,False,23401,3799121733
138,0.180683,10.0.0.1,10.0.0.2,5000,5002,False,23402,3799121733
139,0.180685,10.0.0.1,10.0.0.2,5000,5002,False,23403,3799121733
140,0.180687,10.0.0.1,10.0.0.2,5000,5002,False,23404,3799121733
141,0.180688,10.0.0.1,10.0.0.2,5000,5002,False,23405,3799121733
142,0.18069,10.0.0.1,10.0.0.2,5000,5002,False,23406,3799121733
143,0.180692,10.0.0.1,10.0.0.2,5000,5002,False,23407,3799121733
144,0.180693,10.0.0.1,10.0.0.2,5000,5002,False,23408,3799121733
145,0.180695,10.0.0.1,10.0.0.2,5000,5002,False,23409,3799121733
146,0.180697,10.0.0.1,10.0.0.2,5000,5002,False,23410,3799121733
147,0.1807,10.0.0.1,10.0.0.2,5000,5002,False,23411,3799121733
148,0.180702,10.0.0.1,10.0.0.2,5000,5002,False,23412,3799121733
149,0.180703,10.0.0.1,10.0.0.2,5000,5002,True,23413,3799121733
150,0.247935,10.0.0.1,10.0.0.2,5000,5002,False,23414,3799127512
151,0.247965,10.0.0.1,10.0.0.2,5000,5002,False,23415,3799127512
152,0.247968,10.0.0.1,10.0.0.2,5000,5002,False,23416,3799127512
153,0.247971,10.0.0.1,10.0.0.2,5000,5002,False,23417,3799127512
154,0.247973,10.0.0.1,10.0.0.2,5000,5002,False,23418,3799127512
155,0.247975,10.0.0.1,10.0.0.2,5000,5002,False,23419,3799127512
156,0.247976,10.0.0.1,10.0.0.2,5000,5002,False,23420,3799127512
157,0.247978,10.0.0.1,10.0.0.2,5000,5002,False,23421,3799127512
158,0.24798,10.0.0.1,10.0.0.2,5000,5002,False,23422,3799127512
159,0.247982,10.0.0.1,10.0.0.2,5000,5002,False,23423,3799127512
160,0.247983,10.0.0.1,10.0.0.2,5000,5002,False,23424,3799127512
161,0.247985,10.0.0.1,10.0.0.2,5000,5002,False,23425,3799127512
162,0.247987,10.0.0.1,10.0.0.2,5000,5002,False,23426,3799127512
163,0.247989,10.0.0.1,10.0.0.2,5000,5002,False,23427,3799127512
164,0.24799,10.0.0.1,10.0.0.2,5000,5002,False,23428,3799127512
165,0.247992,10.0.0.1,10.0.0.2,5000,5002,False,23429,3799127512
166,0.247994,10.0.0.1,10.0.0.2,5000,5002,False,23430,3799127512
167,0.247996,10.0.0.1,10.0.0.2,5000,5002,False,23431,3799127512
168,0.247998,10.0.0.1,10.0.0.2,5000,5002,False,23432,3799127512
169,0.248,10.0.0.1,10.0.0.2,5000,5002,True,23433,3799127512
170,0.31194,10.0.0.1,10.0.0.2,5000,5002,False,23434,3799133224
171,0.311971,10.0.0.1,10.0.0.2,5000,5002,False,23435,3799133224
172,0.311973,10.0.0.1,10.0.0.2,5000,5002,False,23436,3799133224
173,0.311976,10.0.0.1,10.0.0.2,5000,5002,False,23437,3799133224
174,0.311978,10.0.0.1,10.0.0.2,5000,5002,False,23438,3799133224
175,0.31198,10.0.0.1,10.0.0.2,5000,5002,False,23439,3799133224
176,0.311982,10.0.0.1,10.0.0.2,5000,5002,False,23440,3799133224
177,0.311984,10.0.0.1,10.0.0.2,5000,5002,False,23441,3799133224
178,0.311985,10.0.0.1,10.0.0.2,5000,5002,False,23442,3799133224
179,0.311987,10.0.0.1,10.0.0.2,5000,5002,False,23443,3799133224
180,0.311989,10.0.0.1,10.0.0.2,5000,5002,False,23444,3799133224
181,0.311991,10.0.0.1,10.0.0.2,5000,5002,False,23445,3799133224
182,0.311993,10.0.0.1,10.0.0.2,5000,5002,False,23446,3799133224
183,0.311995,10.0.0.1,10.0.0.2,5000,5002,False,23447,3799133224
184,0.311996,10.0.0.1,10.0.0.2,5000,5002,False,23448,3799133224
185,0.311998,10.0.0.1,10.0.0.2,5000,5002,False,23449,3799133224
186,0.312,10.0.0.1,10.0.0.2,5000,5002,False,23450,3799133224
187,0.312002,10.0.0.1,10.0.0.2,5000,5002,False,23451,3799133224
188,0.312003,10.0.0.1,10.0.0.2,5000,5002,False,23452,3799133224
189,0.312005,10.0.0.1,10.0.0.2,5000,5002,False,23453,3799133224
190,0.312007,10.0.0.1,10.0.0.2,5000,5002,False,23454,3799133224
191,0.351193,10.0.0.1,10.0.0.2,5000,5002,False,23456,3799137063
192,0.351236,10.0.0.1,10.0.0.2,5000,5002,False,23457,3799137063
193,0.351238,10.0.0.1,10.0.0.2,5000,5002,False,23458,3799137063
194,0.351241,10.0.0.1,10.0.0.2,5000,5002,False,23459,3799137063
195,0.351244,10.0.0.1,10.0.0.2,5000,5002,False,23460,3799137063
196,0.351246,10.0.0.1,10.0.0.2,5000,5002,False,23461,3799137063
197,0.351247,10.0.0.1,10.0.0.2,5000,5002,False,23462,3799137063
198,0.351249,10.0.0.1,10.0.0.2,5000,5002,False,23463,3799137063
199,0.351251,10.0.0.1,10.0.0.2,5000,5002,False,23464,3799137063
200,0.351253,10.0.0.1,10.0.0.2,5000,5002,False,23465,3799137063
201,0.351255,10.0.0.1,10.0.0.2,5000,5002,False,23466,3799137063
202,0.351256,10.0.0.1,10.0.0.2,5000,5002,False,23467,3799137063
203,0.351258,10.0.0.1,10.0.0.2,5000,5002,False,23468,3799137063
204,0.35126,10.0.0.1,10.0.0.2,5000,5002,False,23469,3799137063
205,0.351262,10.0.0.1,10.0.0.2,5000,5002,False,23470,3799137063
206,0.351263,10.0.0.1,10.0.0.2,5000,5002,False,23471,3799137063
207,0.351265,10.0.0.1,10.0.0.2,5000,5002,False,23472,3799137063
208,0.351267,10.0.0.1,10.0.0.2,5000,5002,False,23473,3799137063
209,0.351269,10.0.0.1,10.0.0.2,5000,5002,False,23474,3799137063
210,0.35127,10.0.0.1,10.0.0.2,5000,5002,False,23475,3799137063
211,0.351272,10.0.0.1,10.0.0.2,5000,5002,False,23476,3799137063
212,0.351274,10.0.0.1,10.0.0.2,5000,5002,False,23477,3799137063
213,0.351276,10.0.0.1,10.0.0.2,5000,5002,False,23478,3799137063
214,0.351278,10.0.0.1,10.0.0.2,5000,5002,False,23479,3799137063
215,0.35128,10.0.0.1,10.0.0.2,5000,5002,False,23480,3799137063
216,0.351282,10.0.0.1,10.0.0.2,5000,5002,False,23481,3799137063
217,0.351283,10.0.0.1,10.0.0.2,5000,5002,False,23482,3799137063
218,0.351285,10.0.0.1,10.0.0.2,5000,5002,False,23483,3799137063
219,0.351287,10.0.0.1,10.0.0.2,5000,5002,True,23484,3799137063
220,0.415223,10.0.0.1,10.0.0.2,5000,5002,False,23485,3799142540
221,0.418587,10.0.0.1,10.0.0.2,5000,5002,False,23486,3799142540
222,0.418592,10.0.0.1,10.0.0.2,5000,5002,False,23487,3799142540
223,0.418595,10.0.0.1,10.0.0.2,5000,5002,False,23488,3799142540
224,0.418597,10.0.0.1,10.0.0.2,5000,5002,False,23489,3799142540
225,0.418601,10.0.0.1,10.0.0.2,5000,5002,False,23491,3799142540
226,0.418602,10.0.0.1,10.0.0.2,5000,5002,False,23492,3799142540
227,0.418604,10.0.0.1,10.0.0.2,5000,5002,False,23493,3799142540
228,0.418606,10.0.0.1,10.0.0.2,5000,5002,False,23494,3799142540
229,0.418608,10.0.0.1,10.0.0.2,5000,5002,False,23495,3799142540
230,0.41861,10.0.0.1,10.0.0.2,5000,5002,False,23496,3799142540
231,0.418612,10.0.0.1,10.0.0.2,5000,5002,False,23497,3799142540
232,0.418614,10.0.0.1,10.0.0.2,5000,5002,False,23498,3799142540
233,0.418616,10.0.0.1,10.0.0.2,5000,5002,False,23499,3799142540
234,0.418618,10.0.0.1,10.0.0.2,5000,5002,False,23500,3799142540
235,0.41862,10.0.0.1,10.0.0.2,5000,5002,False,23501,3799142540
236,0.418622,10.0.0.1,10.0.0.2,5000,5002,False,23502,3799142540
237,0.418623,10.0.0.1,10.0.0.2,5000,5002,False,23503,3799142540
238,0.418625,10.0.0.1,10.0.0.2,5000,5002,False,23504,3799142540
239,0.418627,10.0.0.1,10.0.0.2,5000,5002,False,23505,3799142540
240,0.418629,10.0.0.1,10.0.0.2,5000,5002,False,23506,3799142540
241,0.418631,10.0.0.1,10.0.0.2,5000,5002,False,23507,3799142540
242,0.418633,10.0.0.1,10.0.0.2,5000,5002,True,23508,3799142540
243,0.455237,10.0.0.1,10.0.0.2,5000,5002,False,23509,3799146441
244,0.455275,10.0.0.1,10.0.0.2,5000,5002,False,23510,3799146441
245,0.455277,10.0.0.1,10.0.0.2,5000,5002,False,23511,3799146441
246,0.455281,10.0.0.1,10.0.0.2,5000,5002,False,23512,3799146441
247,0.455282,10.0.0.1,10.0.0.2,5000,5002,False,23513,3799146441
248,0.455284,10.0.0.1,10.0.0.2,5000,5002,False,23514,3799146441
249,0.455286,10.0.0.1,10.0.0.2,5000,5002,False,23515,3799146441
250,0.455288,10.0.0.1,10.0.0.2,5000,5002,False,23516,3799146441
251,0.455289,10.0.0.1,10.0.0.2,5000,5002,False,23517,3799146441
252,0.455291,10.0.0.1,10.0.0.2,5000,5002,False,23518,3799146441
253,0.455293,10.0.0.1,10.0.0.2,5000,5002,False,23519,3799146441
254,0.455295,10.0.0.1,10.0.0.2,5000,5002,False,23520,3799146441
255,0.455296,10.0.0.1,10.0.0.2,5000,5002,False,23521,3799146441
256,0.455298,10.0.0.1,10.0.0.2,5000,5002,False,23522,3799146441
257,0.4553,10.0.0.1,10.0.0.2,5000,5002,False,23523,3799146441
258,0.455301,10.0.0.1,10.0.0.2,5000,5002,False,23524,3799146441
259,0.455303,10.0.0.1,10.0.0.2,5000,5002,False,23525,3799146441
260,0.455305,10.0.0.1,10.0.0.2,5000,5002,True,23526,3799146441
261,0.516959,10.0.0.1,10.0.0.2,5000,5002,False,23527,3799152005
262,0.516988,10.0.0.1,10.0.0.2,5000,5002,False,23528,3799152005
263,0.516991,10.0.0.1,10.0.0.2,5000,5002,False,23529,3799152005
264,0.516994,10.0.0.1,10.0.0.2,5000,5002,False,23530,3799152005
265,0.516996,10.0.0.1,10.0.0.2,5000,5002,False,23531,3799152005
266,0.516998,10.0.0.1,10.0.0.2,5000,5002,False,23532,3799152005
267,0.517,10.0.0.1,10.0.0.2,5000,5002,False,23533,3799152005
268,0.517001,10.0.0.1,10.0.0.2,5000,5002,False,23534,3799152005
269,0.517003,10.0.0.1,10.0.0.2,5000,5002,False,23535,3799152005
270,0.517005,10.0.0.1,10.0.0.2,5000,5002,False,23536,3799152005
271,0.517007,10.0.0.1,10.0.0.2,5000,5002,False,23537,3799152005
272,0.517008,10.0.0.1,10.0.0.2,5000,5002,False,23538,3799152005
273,0.51701,10.0.0.1,10.0.0.2,5000,5002,False,23539,3799152005
274,0.517012,10.0.0.1,10.0.0.2,5000,5002,False,23540,3799152005
275,0.517013,10.0.0.1,10.0.0.2,5000,5002,False,23541,3799152005
276,0.517015,10.0.0.1,10.0.0.2,5000,5002,True,23542,3799152005
277,0.58212,10.0.0.1,10.0.0.2,5000,5002,False,23543,3799157510
278,0.582201,10.0.0.1,10.0.0.2,5000,5002,False,23544,3799157510
279,0.582218,10.0.0.1,10.0.0.2,5000,5002,False,23545,3799157510
280,0.582221,10.0.0.1,10.0.0.2,5000,5002,False,23546,3799157510
281,0.582227,10.0.0.1,10.0.0.2,5000,5002,False,23548,3799157510
282,0.582229,10.0.0.1,10.0.0.2,5000,5002,False,23549,3799157510
283,0.582231,10.0.0.1,10.0.0.2,5000,5002,False,23550,3799157510
284,0.582233,10.0.0.1,10.0.0.2,5000,5002,False,23551,3799157510
285,0.582236,10.0.0.1,10.0.0.2,5000,5002,False,23552,3799157510
286,0.582238,10.0.0.1,10.0.0.2,5000,5002,False,23553,3799157510
287,0.58224,10.0.0.1,10.0.0.2,5000,5002,False,23554,3799157510
288,0.582242,10.0.0.1,10.0.0.2,5000,5002,False,23555,3799157510
289,0.582244,10.0.0.1,10.0.0.2,5000,5002,False,23556,3799157510
290,0.582246,10.0.0.1,10.0.0.2,5000,5002,False,23557,3799157510
291,0.582248,10.0.0.1,10.0.0.2,5000,5002,False,23558,3799157510
292,0.58225,10.0.0.1,10.0.0.2,5000,5002,False,23559,3799157510
293,0.582252,10.0.0.1,10.0.0.2,5000,5002,True,23560,3799157510
294,0.622955,10.0.0.1,10.0.0.2,5000,5002,False,23561,3799161526
295,0.622987,10.0.0.1,10.0.0.2,5000,5002,False,23562,3799161526
296,0.622989,10.0.0.1,10.0.0.2,5000,5002,False,23563,3799161526
297,0.622993,10.0.0.1,10.0.0.2,5000,5002,False,23564,3799161526
298,0.622995,10.0.0.1,10.0.0.2,5000,5002,False,23565,3799161526
299,0.622997,10.0.0.1,10.0.0.2,5000,5002,False,23566,3799161526
300,0.622998,10.0.0.1,10.0.0.2,5000,5002,False,23567,3799161526
301,0.623,10.0.0.1,10.0.0.2,5000,5002,False,23568,3799161526
302,0.623002,10.0.0.1,10.0.0.2,5000,5002,False,23569,3799161526
303,0.623004,10.0.0.1,10.0.0.2,5000,5002,False,23570,3799161526
304,0.623006,10.0.0.1,10.0.0.2,5000,5002,False,23571,3799161526
305,0.623007,10.0.0.1,10.0.0.2,5000,5002,False,23572,3799161526
306,0.623009,10.0.0.1,10.0.0.2,5000,5002,False,23573,3799161526
307,0.623011,10.0.0.1,10.0.0.2,5000,5002,False,23574,3799161526
308,0.623012,10.0.0.1,10.0.0.2,5000,5002,False,23575,3799161526
309,0.623019,10.0.0.1,10.0.0.2,5000,5002,False,23576,3799161526
310,0.62302,10.0.0.1,10.0.0.2,5000,5002,False,23577,3799161526
311,0.623023,10.0.0.1,10.0.0.2,5000,5002,False,23578,3799161526
312,0.623025,10.0.0.1,10.0.0.2,5000,5002,False,23579,3799161526
313,0.623027,10.0.0.1,10.0.0.2,5000,5002,False,23580,3799161526
314,0.623029,10.0.0.1,10.0.0.2,5000,5002,True,23581,3799161526
315,0.687051,10.0.0.1,10.0.0.2,5000,5002,False,23582,3799166973
316,0.687126,10.0.0.1,10.0.0.2,5000,5002,False,23583,3799166973
317,0.687141,10.0.0.1,10.0.0.2,5000,5002,False,23584,3799166973
318,0.687152,10.0.0.1,10.0.0.2,5000,5002,False,23585,3799166973
319,0.687162,10.0.0.1,10.0.0.2,5000,5002,False,23586,3799166973
320,0.687173,10.0.0.1,10.0.0.2,5000,5002,False,23587,3799166973
321,0.687188,10.0.0.1,10.0.0.2,5000,5002,False,23588,3799166973
322,0.687198,10.0.0.1,10.0.0.2,5000,5002,False,23589,3799166973
323,0.687209,10.0.0.1,10.0.0.2,5000,5002,False,23590,3799166973
324,0.687219,10.0.0.1,10.0.0.2,5000,5002,False,23591,3799166973
325,0.687229,10.0.0.1,10.0.0.2,5000,5002,False,23592,3799166973
326,0.68724,10.0.0.1,10.0.0.2,5000,5002,False,23593,3799166973
327,0.68725,10.0.0.1,10.0.0.2,5000,5002,False,23594,3799166973
328,0.68726,10.0.0.1,10.0.0.2,5000,5002,False,23595,3799166973
329,0.687271,10.0.0.1,10.0.0.2,5000,5002,False,23596,3799166973
330,0.687281,10.0.0.1,10.0.0.2,5000,5002,False,23597,3799166973
331,0.68729,10.0.0.1,10.0.0.2,5000,5002,False,23598,3799166973
332,0.6873,10.0.0.1,10.0.0.2,5000,5002,False,23599,3799166973
333,0.687311,10.0.0.1,10.0.0.2,5000,5002,False,23600,3799166973
334,0.687321,10.0.0.1,10.0.0.2,5000,5002,True,23601,3799166973
335,0.745949,10.0.0.1,10.0.0.2,5000,5002,False,23602,3799172604
336,0.74598,10.0.0.1,10.0.0.2,5000,5002,False,23603,3799172604
337,0.745982,10.0.0.1,10.0.0.2,5000,5002,False,23604,3799172604
338,0.745986,10.0.0.1,10.0.0.2,5000,5002,False,23605,3799172604
339,0.745988,10.0.0.1,10.0.0.2,5000,5002,False,23606,3799172604
340,0.745989,10.0.0.1,10.0.0.2,5000,5002,False,23607,3799172604
341,0.745991,10.0.0.1,10.0.0.2,5000,5002,False,23608,3799172604
342,0.745993,10.0.0.1,10.0.0.2,5000,5002,False,23609,3799172604
343,0.745995,10.0.0.1,10.0.0.2,5000,5002,False,23610,3799172604
344,0.745997,10.0.0.1,10.0.0.2,5000,5002,False,23611,3799172604
345,0.745999,10.0.0.1,10.0.0.2,5000,5002,False,23612,3799172604
346,0.746001,10.0.0.1,10.0.0.2,5000,5002,False,23613,3799172604
347,0.746003,10.0.0.1,10.0.0.2,5000,5002,False,23614,3799172604
348,0.746004,10.0.0.1,10.0.0.2,5000,5002,False,23615,3799172604
349,0.746006,10.0.0.1,10.0.0.2,5000,5002,False,23616,3799172604
350,0.746008,10.0.0.1,10.0.0.2,5000,5002,False,23617,3799172604
351,0.74601,10.0.0.1,10.0.0.2,5000,5002,False,23618,3799172604
352,0.746016,10.0.0.1,10.0.0.2,5000,5002,False,23619,3799172604
353,0.746018,10.0.0.1,10.0.0.2,5000,5002,True,23620,3799172604
354,0.812075,10.0.0.1,10.0.0.2,5000,5002,False,23621,3799178207
355,0.812149,10.0.0.1,10.0.0.2,5000,5002,False,23622,3799178207
356,0.812161,10.0.0.1,10.0.0.2,5000,5002,False,23623,3799178207
